HOME,DATE,INOUT,GRASSTURF,SPREAD,OULINE,OUACTUAL,TEMPERATURE,RELHUMIDITY,WINDSPEED,WINDCHILL,AWAY
HOU,20140907,Indoors,grass ,-3,45,23,69.5,37.5,0,69.5,WAS
TB,20140907,outdoors,grass ,-2.5,39.5,34,88,29,6,88,CAR
CHI,20140907,outdoors,grass ,-7,47,43,74,45,3,74,BUF
DAL,20140907,Indoors,matrixturf,-4.5,51,45,69.5,37.5,0,69.5,SF
DEN,20140907,outdoors,grass ,-7.5,55,55,75,41,6,75,IND
PIT,20140907,outdoors,grass ,-7,41.5,57,71,55,6,71,CLE
BAL,20140907,outdoors,sportturf,-2,43,39,74,45,8,74,CIN
PHI,20140907,outdoors,grass ,-10.5,52,51,75,51,9,75,JAC
KC,20140907,outdoors,grass ,-3.5,43,36,69,57,7,69,TEN
MIA,20140907,outdoors,grass ,-5,47,53,89,61,0,89,NE
STL,20140907,Indoors,astroplay,-3.5,43.5,40,69.5,37.5,0,69.5,MIN
NYJ,20140907,outdoors,fieldturf,-5.5,40,33,76,47,12,76,OAK
DET,20140908,Indoors,fieldturf ,-5.5,47,49,69.5,37.5,0,69.5,NYG
ARI,20140908,Indoors,grass ,-3,45,35,69.5,37.5,0,69.5,SD
BAL,20140911,outdoors,sportturf,-2.5,44,32,82,40,6,82,PIT
TB,20140914,outdoors,grass ,-5.5,38,36,88,47,8,88,STL
SF,20140914,outdoors,grass ,-7,47.5,48,78,48,10,78,CHI
CLE,20140914,outdoors,grass ,-6,48.5,50,61,62,6,60.76773073,NO
CAR,20140914,outdoors,grass ,-2.5,44,31,70,63,9,70,DET
SD,20140914,outdoors,grass ,-5.5,44,51,94,33,8,94,SEA
OAK,20140914,outdoors,grass ,-3,40,44,67,69,16,66.3046755,HOU
NYG,20140914,outdoors,fieldturf,-2,42.5,39,66,48,1,66,ARI
TEN,20140914,outdoors,grass ,-3.5,49.5,36,75,45,2,75,DAL
MIN,20140914,outdoors,fieldturf,-5.5,48.5,37,58,0,0,58,NE
DEN,20140914,outdoors,grass ,-11.5,50.5,41,85,16,7,85,KC
GB,20140914,outdoors,grass ,-7.5,46,55,63,52,15,61.29508992,NYJ
WAS,20140914,outdoors,grass ,-6,42.5,51,65,50,6,65,JAC
CIN,20140914,outdoors,fieldturf ,-6,49,34,66,48,4,66,ATL
BUF,20140914,outdoors,a_turf,-1.5,42.5,39,58,56,4,58,MIA
IND,20140915,Indoors,fieldturf ,-3,54,57,69.5,37.5,0,69.5,PHI
ATL,20140918,Indoors,fieldturf ,-6,46,70,69.5,37.5,0,69.5,TB
SEA,20140921,outdoors,fieldturf ,-4.5,48.5,46,70,67,7,70,DEN
JAC,20140921,outdoors,grass ,-7,45,61,85,0,5,85,IND
DET,20140921,Indoors,fieldturf ,-2.5,52.5,26,69.5,37.5,0,69.5,GB
CLE,20140921,outdoors,grass ,-2,41.5,44,71,70,23,70.95257235,BAL
NO,20140921,Indoors,sportturf,-10,49,29,69.5,37.5,0,69.5,MIN
PHI,20140921,outdoors,grass ,-6,50.5,71,79,62,4,79,WAS
CIN,20140921,outdoors,fieldturf ,-6.5,42.5,40,74,66,20,74,TEN
MIA,20140921,outdoors,grass ,-3.5,42.5,49,88,56,4,88,KC
NE,20140921,outdoors,fieldturf ,-14,46.5,25,78,67,11,78,OAK
STL,20140921,Indoors,astroplay,-1.5,44,65,69.5,37.5,0,69.5,DAL
CAR,20140921,outdoors,grass ,-3,42,56,79,52,7,79,PIT
BUF,20140921,outdoors,a_turf,-2.5,45.5,32,72,73,24,72,SD
NYG,20140921,outdoors,fieldturf,-1.5,41.5,47,70,94,4,70,HOU
ARI,20140921,Indoors,grass ,-3,42,37,69.5,37.5,0,69.5,SF
NYJ,20140922,outdoors,fieldturf,-2.5,44,46,60,47,10,58.43105832,CHI
WAS,20140925,outdoors,grass ,-3.5,46,59,64,88,4,64,NYG
SD,20140928,outdoors,grass ,-12.5,45,47,73,54,8,73,JAC
DAL,20140928,Indoors,matrixturf,-3,53.5,55,69.5,37.5,0,69.5,NO
SF,20140928,outdoors,grass ,-5,50,47,72,51,4,72,PHI
NYJ,20140928,outdoors,fieldturf,-1.5,45,41,80,46,0,80,DET
OAK,20140928,outdoors,grass ,-3.5,40.5,52,74,56,6,74,MIA
HOU,20140928,Indoors,grass ,-3,42.5,40,69.5,37.5,0,69.5,BUF
CHI,20140928,outdoors,grass ,-1.5,51.5,55,70,67,3,70,GB
MIN,20140928,outdoors,fieldturf,-3,47,69,82,0,0,82,ATL
PIT,20140928,outdoors,grass ,-7.5,45,51,74,54,3,74,TB
BAL,20140928,outdoors,sportturf,-3,42,48,78,0,4,78,CAR
IND,20140928,Indoors,fieldturf ,-7.5,46,58,69.5,37.5,0,69.5,TEN
KC,20140929,outdoors,grass ,-3,46,55,82,42,3,82,NE
GB,20141002,outdoors,grass ,-7.5,47.5,52,62,98,6,61.9586607,MIN
TEN,20141005,outdoors,grass ,-1,44,57,67,31,13,66.66659467,CLE
DEN,20141005,outdoors,grass ,-7.5,48,61,71,20,10,71,ARI
NE,20141005,outdoors,fieldturf ,,46,60,47,71,2,47,CIN
JAC,20141005,outdoors,grass ,-6,47.5,26,71,30,10,71,PIT
DET,20141005,Indoors,fieldturf ,-6.5,43,31,69.5,37.5,0,69.5,BUF
SF,20141005,outdoors,grass ,-5,44,39,85,28,1,85,KC
CAR,20141005,outdoors,grass ,-2.5,45.5,55,60,36,7,59.24086384,CHI
PHI,20141005,outdoors,grass ,-6.5,47.5,62,59,37,16,56.00318978,STL
DAL,20141005,Indoors,matrixturf,-6.5,47,37,69.5,37.5,0,69.5,HOU
IND,20141005,Indoors,fieldturf ,-3,49,33,69.5,37.5,0,69.5,BAL
NYG,20141005,outdoors,fieldturf,-4,50,50,55,45,9,52.52961977,ATL
NO,20141005,Indoors,sportturf,-10,48,68,69.5,37.5,0,69.5,TB
SD,20141005,outdoors,grass ,-6.5,43.5,31,91,11,8,91,NYJ
WAS,20141006,outdoors,grass ,-7,45.5,44,67,47,4,67,SEA
HOU,20141009,Indoors,grass ,-2.5,46.5,61,69.5,37.5,0,69.5,IND
OAK,20141012,outdoors,grass ,-7.5,44,59,77,35,5,77,SD
NYJ,20141012,outdoors,fieldturf,-9.5,47.5,48,61,37,5,61,DEN
ARI,20141012,Indoors,grass ,-5.5,47,50,69.5,37.5,0,69.5,WAS
CLE,20141012,outdoors,grass ,-1.5,46.5,41,58,48,13,55.27334078,PIT
CIN,20141012,outdoors,fieldturf ,-7,44,74,60,61,5,59.96358118,CAR
SEA,20141012,outdoors,fieldturf ,-9.5,47,53,60,81,6,59.57680077,DAL
TB,20141012,outdoors,grass ,-3,44,65,84,62,6,84,BAL
TEN,20141012,outdoors,grass ,-4,42.5,30,67,87,7,67,JAC
PHI,20141012,outdoors,grass ,-1.5,51,27,57,47,5,56.43990473,NYG
ATL,20141012,Indoors,fieldturf ,-3.5,55.5,40,69.5,37.5,0,69.5,CHI
MIA,20141012,outdoors,grass ,-1.5,47,51,86,63,13,86,GB
MIN,20141012,outdoors,fieldturf,-1.5,43,20,53,0,0,53,DET
BUF,20141012,outdoors,a_turf,-1,44,59,55,45,6,53.62215093,NE
STL,20141013,Indoors,astroplay,-3.5,44.5,48,69.5,37.5,0,69.5,SF
NE,20141016,outdoors,fieldturf ,-9.5,44.5,52,64,93,9,63.59148395,NYJ
SD,20141019,outdoors,grass ,-3,46,43,75,55,2,75,KC
OAK,20141019,outdoors,grass ,-3.5,46.5,37,69,71,6,69,ARI
IND,20141019,Indoors,fieldturf ,-3.5,50.5,27,69.5,37.5,0,69.5,CIN
STL,20141019,Indoors,astroplay,-7,43.5,54,69.5,37.5,0,69.5,SEA
JAC,20141019,outdoors,grass ,-4,45,30,76,54,8,76,CLE
DEN,20141019,outdoors,grass ,-6.5,48.5,59,67,25,4,67,SF
DAL,20141019,Indoors,matrixturf,-5.5,47,52,69.5,37.5,0,69.5,NYG
GB,20141019,outdoors,grass ,-6.5,49,55,48,73,12,42.90631219,CAR
WAS,20141019,outdoors,grass ,-6,46.5,36,55,43,13,51.47558948,TEN
DET,20141019,Indoors,fieldturf ,-1.5,46.5,47,69.5,37.5,0,69.5,NO
BUF,20141019,outdoors,a_turf,-6.5,43.5,33,41,58,9,35.32227549,MIN
CHI,20141019,outdoors,grass ,-3,47.5,41,50,64,10,46.0368033,MIA
BAL,20141019,outdoors,sportturf,-6.5,49.5,36,54,0,14,49.98195385,ATL
PIT,20141020,outdoors,grass ,-3,44.5,53,57,57,6,56.00401086,HOU
DEN,20141023,outdoors,grass ,-9,51,56,68,24,3,68,SD
KC,20141026,outdoors,grass ,-7,44,41,70,73,8,70,STL
ARI,20141026,Indoors,grass ,-1,48.5,44,69.5,37.5,0,69.5,PHI
CLE,20141026,outdoors,grass ,-6.5,44.5,36,55,53,20,50.15928915,OAK
CIN,20141026,outdoors,fieldturf ,-3,44.5,51,62,32,6,61.9586607,BAL
JAC,20141026,outdoors,grass ,-7,42.5,40,76,45,6,76,MIA
TB,20141026,outdoors,grass ,-1.5,43,32,77,34,5,77,MIN
NYJ,20141026,outdoors,fieldturf,-3,40.5,66,59,44,16,56.00318978,BUF
NE,20141026,outdoors,fieldturf ,-6,52,74,54,53,14,49.98195385,CHI
NO,20141026,Indoors,sportturf,-2,55,67,69.5,37.5,0,69.5,GB
TEN,20141026,outdoors,grass ,-3.5,43,46,73,45,2,73,HOU
PIT,20141026,outdoors,grass ,-4.5,48.5,85,62,28,12,60.51434709,IND
CAR,20141026,outdoors,grass ,-6,45,22,77,38,9,77,SEA
ATL,20141026,outdoors,fieldturf ,-3.5,45.5,43,59,0,13,56.53925787,DET
DAL,20141027,Indoors,matrixturf,-9.5,49,37,69.5,37.5,0,69.5,WAS
CAR,20141030,outdoors,grass ,-3,49,38,58,42,3,58,NO
KC,20141102,outdoors,grass ,-8.5,41.5,34,57,30,20,52.78308958,NYJ
SEA,20141102,outdoors,fieldturf ,-13.5,44,54,54,80,9,51.30052375,OAK
DAL,20141102,Indoors,matrixturf,-1.5,45,45,69.5,37.5,0,69.5,ARI
NE,20141102,outdoors,fieldturf ,-3,52.5,64,35,63,19,24.19567386,DEN
CIN,20141102,outdoors,fieldturf ,-10,44,56,42,42,3,40.62827566,JAC
CLE,20141102,outdoors,grass ,-7,44,39,42,67,8,37.02353646,TB
MIA,20141102,outdoors,grass ,-3,45,37,70,29,16,70,SD
SF,20141102,outdoors,grass ,-10.5,44,23,61,55,8,60.16084189,STL
MIN,20141102,outdoors,fieldturf,,44,55,50,0,10,46.0368033,WAS
PIT,20141102,outdoors,grass ,-2.5,47.5,66,38,57,6,33.37634148,BAL
HOU,20141102,Indoors,grass ,-2,48.5,52,69.5,37.5,0,69.5,PHI
NYG,20141103,outdoors,fieldturf,-3,50,64,55,26,6,53.62215093,IND
CIN,20141106,outdoors,fieldturf ,-6.5,46,27,42,86,17,33.84223996,CLE
OAK,20141109,outdoors,grass ,-12.5,51,58,68,65,6,68,DEN
BUF,20141109,outdoors,a_turf,-1.5,42,30,42,72,10,36.12139928,KC
NO,20141109,Indoors,sportturf,-5.5,49,51,69.5,37.5,0,69.5,SF
DET,20141109,Indoors,fieldturf ,-3,43,36,69.5,37.5,0,69.5,MIA
GB,20141109,outdoors,grass ,-9.5,54,69,34,90,5,29.42505196,CHI
BAL,20141109,outdoors,sportturf,-10.5,44.5,28,57,37,7,55.62541659,TEN
SEA,20141109,outdoors,fieldturf ,-9.5,45,55,50,88,0,50,NYG
TB,20141109,outdoors,grass ,-3,47,44,64,73,5,64,ATL
ARI,20141109,Indoors,grass ,-7,43,45,69.5,37.5,0,69.5,STL
NYJ,20141109,outdoors,fieldturf,-4.5,47,33,58,36,8,56.50758314,PIT
JAC,20141109,outdoors,grass ,-7.5,45,48,50,71,3,49.67750843,DAL
PHI,20141110,outdoors,grass ,-7,48.5,66,52,61,5,50.56711065,CAR
MIA,20141113,outdoors,grass ,-5,42,31,74,76,4,74,BUF
NO,20141116,Indoors,sportturf,-7,51,37,69.5,37.5,0,69.5,CIN
GB,20141116,outdoors,grass ,-5.5,55,73,28,72,13,17.29582781,PHI
ARI,20141116,Indoors,grass ,-1,41,20,69.5,37.5,0,69.5,DET
NYG,20141116,outdoors,fieldturf,-4,44.5,26,42,53,0,42,SF
IND,20141116,Indoors,fieldturf ,-3,57,62,69.5,37.5,0,69.5,NE
KC,20141116,outdoors,grass ,,42.5,44,21,65,8,11.45072519,SEA
CLE,20141116,outdoors,grass ,-3.5,41,30,34,57,9,26.71860335,HOU
CHI,20141116,outdoors,grass ,-2.5,46.5,34,31,76,12,21.52512695,MIN
WAS,20141116,outdoors,grass ,-7.5,45.5,34,45,39,6,41.71285125,TB
CAR,20141116,outdoors,grass ,-1.5,47,36,48,28,3,47.41520024,ATL
SD,20141116,outdoors,grass ,-10,45,19,72,40,13,72,OAK
STL,20141116,Indoors,astroplay,-9.5,51,29,69.5,37.5,0,69.5,DEN
TEN,20141117,outdoors,grass ,-5.5,45.5,51,25,64,9,15.65673916,PIT
OAK,20141120,outdoors,grass ,-7,42.5,44,57,88,6,56.00401086,KC
IND,20141123,Indoors,fieldturf ,-13.5,49,26,69.5,37.5,0,69.5,JAC
ATL,20141123,Indoors,fieldturf ,-2.5,48.5,50,69.5,37.5,0,69.5,CLE
CHI,20141123,outdoors,grass ,-4.5,46.5,34,54,75,12,50.45261286,TB
SD,20141123,outdoors,grass ,-5,43.5,51,72,40,5,72,STL
NE,20141123,outdoors,fieldturf ,-7,47.5,43,58,40,7,56.83056567,DET
DEN,20141123,outdoors,grass ,-7,47.5,75,39,36,6,34.56727145,MIA
NYG,20141123,outdoors,fieldturf,-5,49,59,51,58,2,51,DAL
PHI,20141123,outdoors,grass ,-11,49,67,54,33,7,52.00996935,TEN
SF,20141123,outdoors,grass ,-9.5,44,30,62,44,9,61.13329191,WAS
HOU,20141123,Indoors,grass ,-2.5,44.5,35,69.5,37.5,0,69.5,CIN
SEA,20141123,outdoors,fieldturf ,-7,41.5,22,51,79,10,47.2762288,ARI
MIN,20141123,outdoors,fieldturf,-7.5,50,45,49,0,0,49,GB
NO,20141124,Indoors,sportturf,-3,51,61,69.5,37.5,0,69.5,BAL
BUF,20141124,Indoors,fieldturf ,-2.5,42.5,41,69.5,37.5,0,69.5,NYJ
DET,20141127,Indoors,fieldturf ,-7,46.5,51,69.5,37.5,0,69.5,CHI
SF,20141127,outdoors,grass ,-1.5,40.5,22,68,45,0,68,SEA
DAL,20141127,Indoors,matrixturf,-3.5,57,43,69.5,37.5,0,69.5,PHI
TB,20141130,outdoors,grass ,-6,43.5,27,77,54,7,77,CIN
PIT,20141130,outdoors,grass ,-3.5,54.5,67,63,55,15,61.29508992,NO
JAC,20141130,outdoors,grass ,-3,44,49,71,0,5,71,NYG
HOU,20141130,Indoors,grass ,-7,43,66,69.5,37.5,0,69.5,TEN
BUF,20141130,outdoors,a_turf,-3,42,36,57,61,17,53.25492674,CLE
IND,20141130,Indoors,fieldturf ,-8.5,49,76,69.5,37.5,0,69.5,WAS
ATL,20141130,Indoors,fieldturf ,-1.5,45,47,69.5,37.5,0,69.5,ARI
STL,20141130,Indoors,astroplay,-6,43,52,69.5,37.5,0,69.5,OAK
BAL,20141130,outdoors,sportturf,-6.5,45.5,67,54,0,8,51.63657147,SD
MIN,20141130,outdoors,fieldturf,-2.5,41.5,44,12,0,17,-4.983133597,CAR
GB,20141130,outdoors,grass ,-3,58,47,28,60,14,16.86825998,NE
KC,20141130,outdoors,grass ,,49.5,45,27,48,18,14.07960051,DEN
NYJ,20141201,outdoors,fieldturf,-7,41.5,29,42,75,6,38.14006135,MIA
CHI,20141204,outdoors,grass ,-4,50.5,69,35,62,5,30.59961078,DAL
MIN,20141207,outdoors,fieldturf,-4.5,40,54,32,0,17,20.90044878,NYJ
DEN,20141207,outdoors,grass ,-9.5,47.5,41,63,15,3,63,BUF
WAS,20141207,outdoors,grass ,-3,44.5,24,45,37,8,40.67679521,STL
SD,20141207,outdoors,grass ,-4,54,37,67,59,7,67,NE
DET,20141207,Indoors,fieldturf ,-10.5,42,51,69.5,37.5,0,69.5,TB
ARI,20141207,Indoors,grass ,-2.5,41,31,69.5,37.5,0,69.5,KC
PHI,20141207,outdoors,grass ,-2,48,38,45,32,15,38.23993448,SEA
CIN,20141207,outdoors,fieldturf ,-3,47.5,63,39,70,8,33.37027771,PIT
CLE,20141207,outdoors,grass ,-3,50,49,37,61,10,29.92427177,IND
OAK,20141207,outdoors,grass ,-9,40.5,37,63,78,0,63,SF
NO,20141207,Indoors,sportturf,-9,50.5,51,69.5,37.5,0,69.5,CAR
JAC,20141207,outdoors,grass ,-6.5,42,40,61,60,15,58.73340598,HOU
TEN,20141207,outdoors,grass ,-3,46.5,43,45,57,6,41.71285125,NYG
MIA,20141207,outdoors,grass ,-3,45,41,76,68,10,76,BAL
GB,20141208,outdoors,grass ,-13.5,54.5,80,33,96,0,33,ATL
STL,20141211,Indoors,astroplay,-4.5,40.5,18,69.5,37.5,0,69.5,ARI
CLE,20141214,outdoors,grass ,-1,44,30,43,94,7,38.75332947,CIN
SEA,20141214,outdoors,fieldturf ,-9.5,38,24,46,74,4,44.24960312,SF
NYG,20141214,outdoors,fieldturf,-6.5,47,37,43,63,9,37.78046753,WAS
PHI,20141214,outdoors,grass ,-3,55,65,41,69,9,35.32227549,DAL
TEN,20141214,outdoors,grass ,-3,42,27,54,58,6,52.43122096,NYJ
SD,20141214,outdoors,grass ,-4.5,50.5,32,64,46,6,64,DEN
KC,20141214,outdoors,grass ,-10,41.5,44,58,78,16,54.71550406,OAK
CAR,20141214,outdoors,grass ,-3,41,36,60,36,0,60,TB
NE,20141214,outdoors,fieldturf ,-7.5,48,54,43,55,9,37.78046753,MIA
BUF,20141214,outdoors,a_turf,-4,50,34,38,89,10,31.16369727,GB
BAL,20141214,outdoors,sportturf,-13.5,45,32,47,64,3,46.28404614,JAC
IND,20141214,Indoors,fieldturf ,-6.5,49,27,69.5,37.5,0,69.5,HOU
ATL,20141214,Indoors,fieldturf ,-3,55,47,69.5,37.5,0,69.5,PIT
DET,20141214,Indoors,fieldturf ,-7.5,41.5,30,69.5,37.5,0,69.5,MIN
CHI,20141215,outdoors,grass ,-3,53.5,46,44,93,5,41.17064012,NO
JAC,20141218,outdoors,grass ,-4.5,39,34,58,0,2,58,TEN
WAS,20141220,outdoors,grass ,-7,51,51,37,56,0,37,PHI
SF,20141220,outdoors,grass ,-1.5,40.5,73,61,75,5,61,SD
CAR,20141221,outdoors,grass ,-6,40,30,48,65,3,47.41520024,CLE
OAK,20141221,outdoors,grass ,-6.5,42,50,64,84,10,63.38876032,BUF
DAL,20141221,Indoors,matrixturf,-3,54,49,69.5,37.5,0,69.5,IND
PIT,20141221,outdoors,grass ,-2.5,49.5,32,36,50,1,36,KC
HOU,20141221,Indoors,grass ,-6.5,42,38,69.5,37.5,0,69.5,BAL
TB,20141221,outdoors,grass ,-12,49,23,75,65,7,75,GB
ARI,20141221,Indoors,grass ,-9,36,41,69.5,37.5,0,69.5,SEA
MIA,20141221,outdoors,grass ,-4.5,42.5,72,80,58,9,80,MIN
NO,20141221,Indoors,sportturf,-6,56.5,44,69.5,37.5,0,69.5,ATL
NYJ,20141221,outdoors,fieldturf,-10,47,33,34,75,9,26.71860335,NE
STL,20141221,Indoors,astroplay,-6.5,43.5,64,69.5,37.5,0,69.5,NYG
CHI,20141221,outdoors,grass ,-10,44.5,34,36,74,13,27.4231646,DET
CIN,20141222,outdoors,fieldturf ,-3.5,47,65,47,70,8,43.11230104,DEN
SF,20141228,outdoors,grass ,-6.5,37.5,37,51,60,3,50.80866253,ARI
TEN,20141228,outdoors,grass ,-7.5,46.5,37,40,99,6,35.75820142,IND
ATL,20141228,Indoors,fieldturf ,-3,48,37,69.5,37.5,0,69.5,CAR
SEA,20141228,outdoors,fieldturf ,-11,41.5,26,43,81,5,39.99608131,STL
WAS,20141228,outdoors,grass ,-6,47.5,61,58,54,0,58,DAL
GB,20141228,outdoors,grass ,-7,46.5,50,27,69,5,21.20314025,DET
DEN,20141228,outdoors,grass ,-14,48,61,40,28,7,35.13788223,OAK
NE,20141228,outdoors,fieldturf ,-6.5,44,26,49,74,9,45.15504365,BUF
HOU,20141228,Indoors,grass ,-7.5,38,40,69.5,37.5,0,69.5,JAC
NYG,20141228,outdoors,fieldturf,,52,60,48,82,8,44.33005396,PHI
KC,20141228,outdoors,grass ,-2.5,42.5,26,31,63,7,24.29154051,SD
MIA,20141228,outdoors,grass ,-6.5,41,61,80,68,12,80,NYJ
TB,20141228,outdoors,grass ,-5.5,46.5,43,79,74,6,79,NO
PIT,20141228,outdoors,grass ,-3.5,48,44,37,68,5,32.94872841,CIN
MIN,20141228,outdoors,fieldturf,-7,46.5,22,15,77,0,15,CHI
BAL,20141228,outdoors,sportturf,-13.5,39.5,30,54,0,5,52.91622829,CLE
PIT,20150103,outdoors,grass ,-3,45,47,48,80,10,43.55795229,BAL
CAR,20150103,outdoors,grass ,-6.5,37.5,43,51,82,6,48.85843106,ARI
DAL,20150104,Indoors,matrixturf,-6.5,48.5,44,69.5,37.5,0,69.5,DET
IND,20150104,Indoors,fieldturf ,-3,48,36,69.5,37.5,0,69.5,CIN
NE,20150110,outdoors,fieldturf ,-7,47.5,66,20,30,12,7.690242382,BAL
SEA,20150110,outdoors,fieldturf ,-11.5,39.5,48,48,89,0,48,CAR
DEN,20150111,outdoors,grass ,-7,53.5,37,40,71,7,35.13788223,IND
GB,20150111,outdoors,grass ,-6,51.5,47,24,62,0,24,DAL
SEA,20150118,outdoors,fieldturf ,-8.5,45,50,52,70,15,47.20582826,GB
NE,20150118,outdoors,fieldturf ,-7,52,52,51,71,15,45.9249863,IND
NE,20150201,Indoors,grass ,,47,52,69.5,37.5,0,69.5,SEA
NE,20150910,outdoors,fieldturf ,-7,52,49,65,0,7,65,PIT
SD,20150913,outdoors,grass ,-2.5,45.5,61,84,47,10,84,DET
BUF,20150913,outdoors,a_turf,-2.5,45,41,56,78,15,52.32919614,IND
NYJ,20150913,outdoors,fieldturf ,-3.5,39.5,41,77,49,8,77,CLE
OAK,20150913,outdoors,grass ,-3,43,46,73,59,9,73,CIN
ARI,20150913,Indoors,grass ,-2,48.5,50,69.5,37.5,0,69.5,NO
JAC,20150913,outdoors,grass ,-3,40.5,29,77,55,7,77,CAR
DEN,20150913,outdoors,grass ,-4.5,48,32,88,8,13,88,BAL
DAL,20150913,Indoors,matrixturf,-6,51.5,53,69.5,37.5,0,69.5,NYG
STL,20150913,Indoors,astroplay,-4,40.5,65,69.5,37.5,0,69.5,SEA
HOU,20150913,Indoors,grass ,-1,41,47,69.5,37.5,0,69.5,KC
CHI,20150913,outdoors,grass ,-6.5,49,54,72,39,11,72,GB
WAS,20150913,outdoors,grass ,-3,43.5,27,69,58,10,69,MIA
TB,20150913,outdoors,grass ,-3,41,56,84,66,8,84,TEN
SF,20150914,,grass,-1.5,41.5,23,69.5,37.5,0,69.5,MIN
ATL,20150914,Indoors,fieldturf ,-2.5,54.5,50,69.5,37.5,0,69.5,PHI
KC,20150917,outdoors,grass ,-3,42,55,87,59,13,87,DEN
NYG,20150920,outdoors,fieldturf ,-2.5,51,44,73,47,9,73,ATL
BUF,20150920,outdoors,a_turf,-1,44,72,62,57,7,61.651162,NE
NO,20150920,Indoors,sportturf,-10,47.5,45,69.5,37.5,0,69.5,TB
WAS,20150920,outdoors,grass ,-3,41,34,72,56,9,72,STL
CAR,20150920,outdoors,grass ,-3,39.5,41,88,43,6,88,HOU
MIN,20150920,,fieldturf,-2,43.5,42,69.5,37.5,0,69.5,DET
CIN,20150920,outdoors,fieldturf ,-3,47,43,69,47,6,69,SD
CLE,20150920,outdoors,grass ,-2,41,42,64,59,12,63.02978065,TEN
OAK,20150920,outdoors,grass ,-6,43,70,80,32,8,80,BAL
GB,20150920,outdoors,grass ,-3,49,44,62,52,9,61.13329191,SEA
CHI,20150920,outdoors,grass ,-2,46,71,70,47,6,70,ARI
PIT,20150920,outdoors,grass ,-6.5,45.5,61,66,60,10,65.86761133,SF
PHI,20150920,outdoors,grass ,-5,55,30,77,37,15,77,DAL
JAC,20150920,outdoors,grass ,-6,41.5,43,87,55,5,87,MIA
IND,20150921,Indoors,fieldturf ,-7,46.5,27,69.5,37.5,0,69.5,NYJ
NYG,20150924,outdoors,fieldturf ,-3.5,44,53,71,60,4,71,WAS
HOU,20150927,Indoors,grass ,-6.5,40.5,28,69.5,37.5,0,69.5,TB
STL,20150927,Indoors,astroplay,-1,48,18,69.5,37.5,0,69.5,PIT
CAR,20150927,outdoors,grass ,-9.5,43.5,49,69,90,9,69,NO
MIA,20150927,outdoors,grass ,-2.5,41.5,55,87,65,6,87,BUF
NYJ,20150927,outdoors,fieldturf ,-1.5,45.5,41,66,52,7,66,PHI
ARI,20150927,Indoors,grass ,-6.5,45,54,69.5,37.5,0,69.5,SF
DAL,20150927,Indoors,matrixturf,-1,43.5,67,69.5,37.5,0,69.5,ATL
NE,20150927,outdoors,fieldturf ,-13.5,49,68,68,41,6,68,JAC
MIN,20150927,,fieldturf,-1,44.5,45,69.5,37.5,0,69.5,SD
CLE,20150927,outdoors,grass ,-3.5,42.5,47,75,62,16,75,OAK
SEA,20150927,outdoors,fieldturf ,-14.5,43.5,26,60,53,5,59.96358118,CHI
TEN,20150927,outdoors,grass ,-3.5,46,68,74,77,3,74,IND
BAL,20150927,outdoors,sportturf,-2.5,44.5,52,70,20,12,70,CIN
DET,20150927,Indoors,fieldturf ,-3,44.5,36,69.5,37.5,0,69.5,DEN
GB,20150928,outdoors,grass ,-6,49,66,67,93,5,67,KC
PIT,20151001,outdoors,grass ,-2.5,43.5,43,63,62,8,62.59634772,BAL
IND,20151004,Indoors,fieldturf ,-9.5,48,29,69.5,37.5,0,69.5,JAC
CIN,20151004,outdoors,fieldturf ,-3.5,45,57,68,64,5,68,KC
SD,20151004,outdoors,grass ,-7,44.5,57,68,78,11,68,CLE
DEN,20151004,outdoors,grass ,-7,42.5,43,61,57,9,59.90419589,MIN
BUF,20151004,outdoors,a_turf,-5.5,45.5,34,60,66,8,58.94308897,NYG
ATL,20151004,Indoors,fieldturf ,-6,47,69,69.5,37.5,0,69.5,HOU
MIA,20151004,outdoors,grass ,-1.5,42,41,59,63,5,58.78902237,NYJ
CHI,20151004,outdoors,grass ,-3,44,42,55,83,12,51.71032964,OAK
NO,20151004,Indoors,sportturf,-3,48,46,69.5,37.5,0,69.5,DAL
TB,20151004,outdoors,grass ,-3,40,60,74,92,5,74,CAR
SF,20151004,,grass,-7.5,48,20,69.5,37.5,0,69.5,GB
ARI,20151004,Indoors,grass ,-7,44,46,69.5,37.5,0,69.5,STL
WAS,20151004,outdoors,grass ,-3,44,43,58,82,13,55.27334078,PHI
SEA,20151005,outdoors,fieldturf ,-9.5,43,23,74,41,8,74,DET
HOU,20151008,Indoors,grass ,-2,44.5,47,69.5,37.5,0,69.5,IND
BAL,20151011,outdoors,sportturf,-6,42.5,63,65,48,2,65,CLE
TEN,20151011,outdoors,grass ,-1,42,27,67,58,5,67,BUF
CIN,20151011,outdoors,fieldturf ,-3,43.5,51,66,59,3,66,SEA
KC,20151011,outdoors,grass ,-9,45,35,72,51,10,72,CHI
NYG,20151011,outdoors,fieldturf ,-6.5,43,57,61,59,4,61,SF
PHI,20151011,outdoors,grass ,-6,49.5,56,67,54,6,67,NO
OAK,20151011,outdoors,grass ,-4,44,26,72,59,10,72,DEN
DET,20151011,Indoors,fieldturf ,-3,45.5,59,69.5,37.5,0,69.5,ARI
ATL,20151011,Indoors,fieldturf ,-7,48,44,69.5,37.5,0,69.5,WAS
